id,text,user_name,id_str,created,retweet_count
94,RT @Donate4Daithi: Absolutely delighted with tonight’s news and looking forward to engaging with all our politicians to make sure we can ge…,jim_doc666,1408179109088333824,2021-06-24T21:43:56,0
95,"@CBSNews While walking dog this morning, ran into talkative 86 yo with Vietnam Veteran USMC hat on. He said he had… https://t.co/NsYSomvsf5",EnragedApostate,1408179109184692224,2021-06-24T21:43:56,0
96,hee hee,bfchild66,1408179109390389252,2021-06-24T21:43:57,0
97,@VincentJEANBRUN @LauStmartin @enmarchefr @StanGuerini @vpecresse Peut être une fake news 😅🙄😂,christopheip,1408179109591715840,2021-06-24T21:43:57,0
98,"RT @NickAdamsinUSA: If the election was held today, President Trump would WIN BIG!! https://t.co/T2bw1a01GN",land_teo,1408179109503672320,2021-06-24T21:43:57,0
99,RT @ditofc_53: Ayuda a Sarina Marchese a vencer el COVID-19 https://t.co/zyNu1bZJOH,ylmendesr,1408179109549727756,2021-06-24T21:43:57,0
100,RT @TaylorHerringUK: Busy day coordinating media for a travel industry day of action in Westminster to call on govt to capitalise on vaccin…,itsjamesherring,1408179109654577152,2021-06-24T21:43:57,0
101,RT @ApapsoPeru: Los pacientes de #psoriasis #ArtritisPsoriásica #ArtritisReumatoide exigimos al @minsa_peru que nos incluyan en la prioriza…,Melissita1204,1408179109700816897,2021-06-24T21:43:57,0
102,I've just posted a new blog: A family awaits news of a devoted grandmother. https://t.co/ipHbRLBGxk,gangwar_rohan,1408179109692325901,2021-06-24T21:43:57,0
103,"RT @TheBabylonBee: Huge Spike In Americans Buying F-15s After Biden Suggests You'll Need Them To Overthrow Government
https://t.co/1zNIuptT…",ContessaWinner,1408179109956620299,2021-06-24T21:43:57,0
104,RT @ReallyAmerican1: Please do us a huge favor and retweet this and follow @expandmajority to help get this Expand The Majority 2022 accoun…,SherriR57881133,1408179110032064513,2021-06-24T21:43:57,0
105,https://t.co/akf7uh1mk1,DavidGr07837209,1408179110195601412,2021-06-24T21:43:57,0
106,"RT @HoppyMeme: 📢To celebrate HOPPY 1⃣ month anniversary 🎊, 🐸HOPPY Farm will be launched this weekend (date &amp; time TBC) 

✅600% APR🔥
✅ Rewar…",tikasaharajaya,1408179110216560640,2021-06-24T21:43:57,0
107,"RT @KoparaFallsKid: Let them drink sea water? 

South Australia does not need fresh water, Nationals claim in fiery Murray-Darling Basin pl…",John25872967,1408179110300438528,2021-06-24T21:43:57,0
108,"RT @uk_domain_names: ""Cocktail bars and pubs are struggling to get hold of specialist drinks from Europe because Brexit complications are h…",donnell_kp,1408179110355087367,2021-06-24T21:43:57,0
109,And reinstate the fairness doctrine.,SailorDisco,1408179110262710275,2021-06-24T21:43:57,0
110,"RT @TheBabylonBee: In Historic First, WNBA Player Comes Out As Straight
https://t.co/s6Q8lJBmSj",Kairos_GMHB,1408179110573219842,2021-06-24T21:43:57,0
111,RT @ReallyAmerican1: Please do us a huge favor and retweet this and follow @expandmajority to help get this Expand The Majority 2022 accoun…,LzProw,1408179110677925889,2021-06-24T21:43:57,0
112,"RT @mtgundogan: Hey!
Süper ortodoks ekonomistler, 
size kötü bir haberim var:)
Bakın,  
Powell da aslında 
faiz sebep, enflasyon neticedir…",kaf1864,1408179110904537089,2021-06-24T21:43:57,0
113,@Ro_Dizzo Lololol well in her defense she received tha news while we was at work.. but yea..shoulda jus went home,Nike_Horses,1408179110837432321,2021-06-24T21:43:57,0
114,"RT @Nonha_stata: Rudolph Giuliani perde la licenza d’avvocato a New York per aver diffuso troppe fake news
In Italia gli avremmo dato un in…",ranallo_claudio,1408179110996742144,2021-06-24T21:43:57,0
115,@KHWONGRR povo do tiktok criando fake news,gcfparkjiminn,1408179110963298306,2021-06-24T21:43:57,0
116,RT @Ejercito_Div5: Trabajando por el bienestar de nuestros hombres y mujeres de la #Brigada13 @COL_EJERCITO el Batallón de Alta Montaña N°1…,jorgehtri,1408179111219105798,2021-06-24T21:43:57,0
117,"RT @realpfigueiredo: Olhem o jornalismo da Pan. Padrão Globo de Jornalismo. Não é só propaganda de esquerda mais, é FAKE NEWS pura.",aliuminspem,1408179111097421825,2021-06-24T21:43:57,0
118,"RT @catsuka: ""Esluna: The Crown of Babylon"", a solo animated feature film directed by Denver Jackson @djaxx (Cloudrise Pictures, Canada).
&gt;…",rolemodel4kids,1408179111722319872,2021-06-24T21:43:57,0
119,RT @Rossonerosemper: Tomori 28 e Demiral 40.,PaoloMancini30,1408179111651123205,2021-06-24T21:43:57,0
120,"RT @AbiA16072878: ""@ABC  News’ Ian Pannell reports on how food is being used as a weapon of war in the #Tigray region of Ethiopia. #TigrayF…",Beka94745808,1408179111768559618,2021-06-24T21:43:57,0
121,RT @SonnieJohnson: It's going to take ppl that are CONSISTENT. Ppl that want to DO THE WORK....👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾 h…,PaleoPhil,1408179111697256450,2021-06-24T21:43:57,0
